,duration,src_bytes,dst_bytes,wrong_fragment,urgent,dst_host_count,dst_host_srv_count,count,srv_count,attack_state
7070,0,245,357,0,0,255,255,7,9,0
7073,0,266,771,0,0,255,255,12,13,0
7074,0,1012,331,0,0,23,21,1,1,0
7075,0,228,1247,0,0,255,255,17,17,0
7076,0,1020,326,0,0,11,185,1,1,0
7077,0,281,758,0,0,44,255,1,1,0
7078,0,333,5726,0,0,99,255,5,5,0
7080,0,261,18736,0,0,125,255,1,1,0
7081,0,302,1651,0,0,134,255,15,23,0
7088,0,105,145,0,0,255,219,7,1,0
7089,0,383,0,0,0,255,116,2,2,0
7091,0,303,8611,0,0,137,255,2,44,0
7094,0,867,330,0,0,188,125,1,1,0
7095,0,292,2367,0,0,4,255,3,16,0
7098,0,300,13020,0,0,255,255,11,11,0
7099,0,0,0,0,0,1,253,1,1,0
7101,0,288,475,0,0,255,255,13,48,0
7102,0,244,4297,0,0,52,55,1,43,0
7104,0,234,3295,0,0,2,255,2,2,0
7106,0,244,1610,0,0,255,255,8,8,0
7109,4,1057,372,0,0,194,124,1,1,0
7111,6192,147,105,0,0,255,2,2,2,0
7117,0,322,2514,0,0,11,255,1,5,0
7118,0,12165,0,0,0,215,75,8,8,0
7121,0,218,292,0,0,255,255,13,68,0
7123,0,296,1415,0,0,255,255,16,16,0
7125,0,214,5773,0,0,14,255,14,16,0
7126,0,225,3895,0,0,27,255,3,4,0
7131,27,907,2586,0,0,253,47,1,1,0
7135,0,224,7877,0,0,7,255,4,4,0
7136,0,316,3451,0,0,52,255,11,11,0
7137,0,325,644,0,0,9,255,9,19,0
7140,0,305,2239,0,0,255,253,4,4,0
7141,0,0,0,0,0,162,173,9,9,0
7143,0,205,525,0,0,200,255,2,3,0
7144,0,230,2698,0,0,255,234,2,3,0
7147,0,252,0,0,0,238,70,2,13,0
7148,0,295,8422,0,0,170,255,34,35,0
7150,26,874,2586,0,0,240,52,1,1,0
7151,3,102,1309,0,0,54,2,1,1,0
7153,0,328,4185,0,0,17,255,17,17,0
7157,0,236,23401,0,0,43,255,13,13,0
7159,0,237,4326,0,0,146,255,3,3,0
7160,0,0,0,0,0,255,3,1,1,0
7161,12,105,146,0,0,255,247,2,2,0
7162,0,0,0,0,0,4,101,1,2,0
7168,0,19,0,0,0,217,45,1,1,0
7169,0,125,236,0,0,90,81,1,1,0
7171,0,292,8277,0,0,34,181,12,12,0
7173,0,8769,369,0,0,3,160,1,1,0
7176,0,44,70,0,0,255,254,109,109,0
7179,0,236,5056,0,0,8,255,8,40,0
7184,0,358,2764,0,0,255,255,25,25,0
7185,0,44,130,0,0,255,255,91,171,0
7187,0,147,38988,0,0,47,255,1,2,0
7189,0,42,42,0,0,255,247,6,9,0
7191,0,241,795,0,0,255,255,7,7,0
7193,0,167,0,0,0,255,41,2,2,0
7194,1,1874,371,0,0,38,134,1,1,0
7195,0,313,1919,0,0,255,255,6,16,0
7197,0,227,2647,0,0,255,255,9,9,0
7201,0,211,404,0,0,67,255,13,13,0
7204,0,43,129,0,0,255,227,148,214,0
7205,0,330,10117,0,0,27,255,5,5,0
7209,0,220,1719,0,0,255,255,17,17,0
7211,0,286,9443,0,0,255,255,5,5,0
7213,0,45,71,0,0,255,225,153,155,0
7214,0,1809,325,0,0,16,90,1,2,0
7216,0,46,75,0,0,255,228,127,129,0
7219,0,46,46,0,0,255,253,119,119,0
7220,0,331,13692,0,0,19,255,1,1,0
7223,0,342,659,0,0,255,255,4,5,0
7224,0,330,2445,0,0,177,255,2,4,0
7226,0,12165,0,0,0,169,43,3,3,0
7227,0,44,44,0,0,255,254,160,240,0
7228,0,232,9567,0,0,21,255,1,2,0
7229,0,244,2202,0,0,2,255,2,2,0
7230,0,228,269,0,0,255,255,16,33,0
7232,0,327,1469,0,0,47,255,7,8,0
7237,0,15377,0,0,0,66,68,4,4,0
7239,0,105,147,0,0,255,235,7,1,0
7242,0,216,8970,0,0,90,255,14,15,0
7243,0,232,2507,0,0,255,242,1,33,0
7244,0,196,210,0,0,113,255,3,5,0
7245,0,211,305,0,0,255,255,15,15,0
7246,0,201,1865,0,0,255,255,7,9,0
7247,0,236,324,0,0,255,255,11,11,0
7248,0,296,1511,0,0,245,255,3,3,0
7249,0,333,579,0,0,255,255,19,19,0
7252,0,567,0,0,0,255,39,1,5,0
7253,0,7321,0,0,0,57,77,2,2,0
7256,1,1183,332,0,0,255,143,1,2,0
7257,17903,5830,122343,0,0,255,38,1,1,0
7261,0,312,1592,0,0,21,255,4,5,0
7263,4794,146,105,0,0,255,2,4,2,0
7264,0,0,0,0,0,3,135,1,1,0
7269,8,1630,335,0,0,27,187,1,2,0
7270,2,13684,15580,0,0,255,33,2,1,0
7271,0,89,0,0,0,255,22,2,1,0
7272,0,240,31639,0,0,52,255,2,6,0
7274,0,2483,329,0,0,155,132,1,1,0
7278,0,7077,0,0,0,44,93,4,4,0
7280,0,305,289,0,0,86,255,16,44,0
7281,0,0,0,0,0,17,219,1,1,0
7282,0,318,2435,0,0,255,255,35,35,0
7284,6285,147,105,0,0,255,1,1,1,0
7285,0,326,498,0,0,255,255,11,14,0
7287,21,238,772,0,0,79,29,1,1,0
7288,0,926,332,0,0,255,97,1,1,0
7290,0,30,0,0,0,18,124,1,1,0
7293,0,1699,0,0,0,255,38,10,10,0
7294,0,810,330,0,0,96,195,1,1,0
7295,27,944,2720,0,0,58,21,1,1,0
7298,27,1220,3380,0,0,239,28,1,1,0
7299,3,2194619,0,0,0,206,104,2,2,0
7300,0,289,8760,0,0,20,255,20,29,0
7303,0,44,44,0,0,255,255,150,150,0
7304,0,225,1472,0,0,19,19,6,6,0
7305,0,306,450,0,0,23,255,23,31,0
7309,0,172,0,0,0,255,110,12,12,0
7312,0,190,1611,0,0,39,255,13,28,0
7314,0,318,6014,0,0,49,255,1,1,0
7315,0,42,42,0,0,3,3,1,3,0
7317,0,229,2135,0,0,41,255,14,14,0
7319,0,321,3503,0,0,81,255,9,32,0
7320,0,0,0,0,0,238,22,1,1,0
7321,0,189,18004,0,0,70,255,9,9,0
7322,0,221,1109,0,0,255,255,9,9,0
7326,33,1468,4152,0,0,12,8,1,1,0
7328,0,182,686,0,0,27,255,5,5,0
7329,0,223,18942,0,0,255,255,4,21,0
7330,0,44,74,0,0,111,71,36,36,0
7332,0,256,9621,0,0,255,255,4,4,0
7333,0,361,1256,0,0,60,255,11,19,0
7334,1,303,1381,0,0,255,248,1,1,0
7335,6565,147,105,0,0,104,3,1,1,0
7336,0,12,0,0,0,88,59,2,1,0
7337,0,229,396,0,0,2,255,1,2,0
7338,0,310,3518,0,0,255,255,2,10,0
7340,0,230,241,0,0,39,255,4,11,0
7341,0,45,92,0,0,255,254,228,233,0
7342,0,225,352,0,0,40,165,2,2,0
7345,9505,147,105,0,0,255,2,1,1,0
7346,0,221,294,0,0,187,255,16,16,0
7348,0,948,325,0,0,255,188,1,1,0
7349,0,215,1425,0,0,255,255,6,6,0
7352,0,0,0,0,0,255,1,2,1,0
7353,0,277,987,0,0,2,255,3,3,0
7355,0,44,100,0,0,255,254,300,300,0
7358,0,262,360,0,0,255,255,21,22,0
7363,0,46,73,0,0,255,202,137,137,0
7364,0,438,3110,0,0,255,255,21,22,0
7365,0,361,858,0,0,112,255,13,14,0
7366,0,323,8865,0,0,8,255,8,8,0
7368,0,312,11250,0,0,83,255,8,9,0
7369,0,293,255,0,0,255,255,4,5,0
7372,0,147,34193,0,0,255,255,1,3,0
7373,0,0,0,0,0,206,255,3,3,0
7375,0,147,0,0,0,1,1,1,1,0
7376,2207,322,2794,0,0,143,21,8,1,0
7377,0,236,18275,0,0,255,255,6,15,0
7380,0,7077,0,0,0,20,53,5,5,0
7381,0,147,0,0,0,255,1,2,1,0
7382,0,228,1438,0,0,255,255,3,48,0
7384,0,245,0,0,0,14,8,2,2,0
7386,0,516,4,0,0,240,240,240,240,0
7387,0,146,0,0,0,255,1,1,1,0
7388,4080,147,105,0,0,255,1,1,1,0
7390,0,0,0,0,0,6,255,1,2,0
7391,0,255,303,0,0,160,255,5,8,0
7392,0,199,881,0,0,127,255,15,15,0
7395,0,0,0,0,0,82,60,1,2,0
7396,0,310,960,0,0,13,255,4,4,0
7400,0,260,26088,0,0,255,255,2,2,0
7401,0,167,657,0,0,5,255,1,6,0
7402,0,44,44,0,0,255,255,21,33,0
7403,0,12,0,0,0,189,65,1,1,0
7405,0,223,310,0,0,255,255,12,18,0
7406,0,208,1918,0,0,255,255,4,6,0
7407,0,210,2585,0,0,147,237,11,13,0
7409,0,1195,406,0,0,255,51,1,1,0
7411,6,105,146,0,0,255,254,2,2,0
7412,0,239,2982,0,0,2,82,2,18,0
7415,0,303,2239,0,0,255,245,2,2,0
7416,0,223,188,0,0,255,255,4,4,0
7417,1574,146,105,0,0,255,2,1,1,0
7418,0,320,8263,0,0,23,255,23,32,0
7422,0,1361,489,0,0,217,137,1,3,0
7423,0,213,10431,0,0,41,255,9,9,0
7424,0,278,5131,0,0,8,255,8,8,0
7425,0,240,424,0,0,242,255,15,15,0
7426,0,206,313,0,0,16,255,16,20,0
7428,5041,0,5131424,0,0,255,65,1,1,0
7429,0,1163,489,0,0,255,121,1,1,0
7430,0,201,1464,0,0,13,255,13,54,0
7431,0,220,261,0,0,255,255,4,6,0
7432,0,0,0,0,0,27,255,1,1,0
7435,0,231,7466,0,0,1,255,1,1,0
7436,0,212,266,0,0,255,255,4,5,0
7437,0,318,3016,0,0,255,255,24,24,0
7438,0,45,71,0,0,255,245,116,116,0
7439,0,641,0,0,0,255,58,1,1,0
7441,0,71,0,0,0,255,1,6,1,0
7443,0,216,1412,0,0,14,255,1,1,0
7444,0,319,6406,0,0,75,255,14,14,0
7445,0,164,430,0,0,16,255,1,15,0
7448,0,312,10010,0,0,4,255,2,19,0
7449,0,46,132,0,0,255,239,77,157,0
7450,0,814,335,0,0,165,208,1,1,0
7452,0,324,1721,0,0,119,255,13,20,0
7453,0,284,733,0,0,12,255,12,16,0
7454,0,147,0,0,0,255,1,2,1,0
7455,0,221,10554,0,0,143,255,10,12,0
7459,1,1299,335,0,0,142,142,1,3,0
7460,0,358,256,0,0,176,255,7,23,0
7461,27,1486,4152,0,0,30,14,1,1,0
7462,0,63,0,0,0,210,7,1,1,0
7463,4,2936,331,0,0,255,113,1,1,0
7464,190,145,105,0,0,255,1,1,1,0
7467,0,339,2873,0,0,255,255,14,14,0
7469,0,227,1478,0,0,148,255,9,12,0
7473,0,197,315,0,0,255,255,7,15,0
7475,0,326,1319,0,0,16,255,16,42,0
7477,0,218,1856,0,0,255,255,26,26,0
7478,21,231,769,0,0,106,15,1,1,0
7482,4550,147,105,0,0,255,1,1,1,0
7483,30,1047,3081,0,0,199,35,1,1,0
7484,0,224,4125,0,0,37,255,14,14,0
7485,1,2504,475,0,0,255,45,1,1,0
7486,0,0,0,0,0,3,255,2,24,0
7487,0,0,0,0,0,6,205,1,1,0
7492,29,1504,4152,0,0,181,20,1,1,0
7493,0,312,1078,0,0,105,164,3,3,0
7494,1540,147,105,0,0,255,2,1,1,0
7495,0,45,82,0,0,255,254,270,269,0
7496,0,238,2193,0,0,42,255,15,15,0
7498,0,336,86082,0,0,2,255,1,1,0
7500,11,105,146,0,0,255,243,2,2,0
7502,0,26408,0,0,0,49,15,9,9,0
7505,0,184,1619,0,0,255,231,2,2,0
7509,0,147,376,0,0,156,255,8,8,0
7512,0,210,1659,0,0,11,255,8,8,0
7514,0,42,42,0,0,255,238,5,9,0
7515,0,191,2529,0,0,3,255,3,11,0
7516,0,239,940,0,0,255,255,9,10,0
7517,0,286,1263,0,0,255,255,7,7,0
7518,0,235,1840,0,0,255,255,2,2,0
7521,0,305,2019,0,0,255,255,25,25,0
7522,0,233,1075,0,0,249,223,1,2,0
7524,0,349,343,0,0,255,255,19,22,0
7526,0,224,832,0,0,255,255,34,34,0
7527,0,567,0,0,0,32,55,1,1,0
7529,7,1401,494,0,0,255,12,1,2,0
7530,0,190,365,0,0,239,255,15,15,0
7531,2,1647,326,0,0,166,159,1,2,0
7532,0,15281,1361,0,0,107,213,1,1,0
7533,0,258,14029,0,0,255,255,8,8,0
7535,0,46,46,0,0,218,214,16,24,0
7536,0,3888,0,0,0,3,69,3,3,0
7540,0,191,604,0,0,36,36,5,5,0
7542,0,43,133,0,0,255,255,103,182,0
7543,0,0,0,0,0,29,253,1,1,0
7546,0,1996,285,0,0,38,158,1,1,0
7548,0,213,1211,0,0,31,229,7,7,0
7549,0,344,28707,0,0,255,255,1,1,0
7550,0,290,520,0,0,255,255,13,25,0
7552,0,229,175,0,0,54,255,39,40,0
7554,0,247,365,0,0,255,255,14,16,0
7555,5,1323,363,0,0,51,179,1,1,0
7557,0,306,1249,0,0,255,255,6,6,0
7558,0,231,258,0,0,255,249,2,15,0
7559,0,44,77,0,0,255,254,129,129,0
7561,0,313,2249,0,0,255,255,11,11,0
7563,0,1690,0,0,0,43,92,3,3,0
7564,0,1690,0,0,0,104,29,4,4,0
7566,0,325,12884,0,0,183,183,6,6,0
7569,0,0,0,0,0,37,213,1,1,0
7570,0,78,0,0,0,255,28,52,12,0
7572,0,0,0,0,0,35,208,1,1,0
7573,0,44,127,0,0,255,254,311,311,0
7577,0,246,692,0,0,6,255,6,6,0
7581,15,992,329,0,0,74,120,1,1,0
7582,0,284,2280,0,0,105,255,33,35,0
7586,0,14052,0,0,0,202,55,3,3,0
7590,0,45,73,0,0,255,250,228,228,0
7591,0,44,126,0,0,255,255,70,150,0
7592,0,222,235,0,0,53,255,1,10,0
7595,0,45,115,0,0,255,234,2,2,0
7599,0,210,1108,0,0,54,255,19,24,0
7600,0,0,0,0,0,62,255,1,1,0
7601,0,306,1041,0,0,78,255,18,18,0
7603,0,235,1384,0,0,28,255,5,10,0
7604,0,0,0,0,0,3,255,1,1,0
7607,0,284,2358,0,0,6,255,1,19,0
7608,0,30,0,0,0,6,91,1,1,0
7609,0,210,1691,0,0,255,255,10,10,0
7610,0,299,2282,0,0,24,255,6,6,0
7611,0,193,761,0,0,17,255,4,16,0
7612,0,46,81,0,0,255,254,243,248,0
7614,0,3064,336,0,0,255,64,1,1,0
7615,0,63,0,0,0,255,61,2,2,0
7617,0,360,3063,0,0,14,255,3,3,0
7618,14,1119,330,0,0,71,172,1,2,0
7619,0,1241,327,0,0,34,111,1,2,0
7621,0,292,318,0,0,255,255,3,25,0
7624,0,291,13599,0,0,255,255,19,20,0
7625,0,231,4848,0,0,18,255,18,18,0
7628,0,1723,334,0,0,211,102,3,1,0
7629,0,188,2057,0,0,63,255,3,3,0
7630,815,146,105,0,0,255,1,1,1,0
7631,0,241,1071,0,0,32,255,7,7,0
7633,0,292,4624,0,0,190,255,20,20,0
7636,0,0,0,0,0,29,255,2,3,0
7637,0,42,42,0,0,250,248,9,16,0
7638,0,0,0,0,0,2,20,1,1,0
7639,1,703,329,0,0,255,24,2,1,0
7640,0,228,1382,0,0,152,255,13,13,0
7642,0,293,313,0,0,255,255,14,21,0
7644,0,36,0,0,0,46,149,7,9,0
7646,0,33,0,0,0,187,16,1,1,0
7647,387,387,2134,0,0,255,15,150,1,0
7648,0,1214,0,0,0,173,106,15,15,0
7650,0,282,3081,0,0,74,255,16,16,0
7653,0,229,4239,0,0,32,255,9,10,0
7656,0,9198,0,0,0,230,95,8,8,0
7659,0,223,6727,0,0,6,255,6,6,0
7660,0,237,1483,0,0,235,255,8,8,0
7661,0,317,1660,0,0,255,255,18,34,0
7664,0,236,1973,0,0,255,255,4,4,0
7665,0,33,88,0,0,255,250,4,11,0
7666,1,1266,330,0,0,66,76,1,3,0
7668,0,283,4173,0,0,18,255,18,18,0
7669,0,228,262,0,0,195,255,7,7,0
7670,0,224,4835,0,0,255,255,15,15,0
7672,0,4660,370,0,0,4,243,1,3,0
7673,0,216,1819,0,0,255,255,29,29,0
7677,0,1280,333,0,0,28,147,1,1,0
7679,0,0,0,0,0,81,255,1,1,0
7680,0,196,5548,0,0,17,255,6,6,0
7681,0,304,1368,0,0,4,255,4,4,0
7685,0,293,313,0,0,255,255,15,16,0
7686,9,8845,332,0,0,156,171,1,2,0
7688,0,209,2488,0,0,91,255,10,10,0
7689,0,196,170,0,0,1,255,1,1,0
7690,0,334,646,0,0,237,255,14,15,0
7691,0,255,2170,0,0,43,255,6,13,0
7692,0,0,0,0,0,3,255,1,47,0
7699,1,999,328,0,0,255,133,1,1,0
7700,0,44,44,0,0,255,245,111,111,0
7701,0,250,531,0,0,255,255,4,4,0
7702,0,318,1885,0,0,255,255,13,13,0
7704,0,267,261,0,0,255,255,24,24,0
7706,140,448,549,0,0,22,255,1,9,0
7710,0,43,131,0,0,255,239,74,154,0
7714,0,45,74,0,0,255,254,208,207,0
7715,0,44,133,0,0,255,254,65,145,0
7718,0,0,0,0,0,79,232,1,1,0
7719,0,44,80,0,0,255,254,73,153,0
7721,0,0,0,0,0,1,218,1,1,0
7723,0,46,135,0,0,255,255,68,148,0
7725,0,205,8647,0,0,17,255,17,28,0
7728,0,46,74,0,0,255,254,275,274,0
7730,0,1613,336,0,0,73,142,1,1,0
7732,0,748,0,0,0,184,78,1,1,0
7736,0,321,7886,0,0,255,255,21,35,0
7741,0,229,900,0,0,97,255,27,44,0
7743,0,4753,0,0,0,21,19,13,14,0
7744,0,352,1695,0,0,230,255,5,5,0
7745,0,227,6380,0,0,75,255,3,9,0
7746,0,288,1812,0,0,44,255,2,2,0
7751,0,45,128,0,0,255,217,74,155,0
7753,0,156,307,0,0,36,36,1,1,0
7755,0,224,16904,0,0,255,255,32,32,0
7756,0,584,327,0,0,255,26,1,1,0
7758,0,265,458,0,0,66,255,5,5,0
7759,0,243,1322,0,0,255,255,17,17,0
7761,0,205,1597,0,0,255,255,35,37,0
7762,36,124,11058,0,0,255,1,1,1,0
7764,0,44,81,0,0,255,228,137,139,0
7766,0,193,633,0,0,178,255,2,7,0
7767,0,44,126,0,0,255,251,191,191,0
7768,0,203,657,0,0,106,255,20,21,0
7770,0,316,293,0,0,255,255,11,16,0
7773,22,335,1054,0,0,190,76,1,1,0
7776,0,224,1155,0,0,255,255,26,27,0
7780,0,44,44,0,0,255,254,113,112,0
7782,0,44,124,0,0,255,254,68,148,0
7783,0,192,759,0,0,120,255,1,13,0
7784,0,216,1922,0,0,50,255,23,24,0
7789,0,6062,0,0,0,198,76,11,11,0
7790,0,192,0,0,0,5,49,2,2,0
7791,0,1564,364,0,0,22,172,1,2,0
7792,0,318,7939,0,0,122,255,3,5,0
7794,0,227,5220,0,0,19,114,6,6,0
7796,0,30,0,0,0,255,3,3,1,0
7797,0,105,147,0,0,255,250,8,1,0
7799,0,209,263,0,0,255,255,19,20,0
7800,0,352,1100,0,0,150,255,18,19,0
7802,0,348,3804,0,0,2,255,2,3,0
7806,0,9,170,0,0,131,8,1,1,0
7808,0,187,1364,0,0,46,255,8,11,0
7811,0,43,130,0,0,165,102,27,27,0
7812,0,210,1888,0,0,36,255,15,15,0
7813,0,212,2809,0,0,74,255,3,7,0
7814,0,307,741,0,0,26,255,26,48,0
7815,0,357,841,0,0,255,255,23,27,0
7816,0,45,45,0,0,255,254,135,134,0
7818,0,1883,329,0,0,192,131,1,1,0
7821,0,241,2224,0,0,86,255,4,18,0
7823,0,42,75,0,0,255,254,110,111,0
7824,0,2735,327,0,0,255,201,2,1,0
7825,0,321,2792,0,0,255,255,23,23,0
7826,0,44,133,0,0,255,254,68,148,0
7827,0,209,5875,0,0,1,255,1,1,0
7828,0,168,13175,0,0,255,255,7,7,0
7829,0,105,146,0,0,23,20,1,1,0
7830,0,281,2013,0,0,51,255,3,4,0
7834,0,230,1141,0,0,8,255,2,2,0
7835,854,720,24758,0,0,255,52,1,1,0
7836,0,233,1783,0,0,255,255,6,6,0
7841,0,332,2734,0,0,255,255,1,14,0
7842,0,1690,0,0,0,35,70,13,13,0
7843,0,329,3433,0,0,64,255,32,32,0
7845,0,307,5280,0,0,255,255,9,9,0
7846,0,44,69,0,0,255,235,278,279,0
7847,0,877,335,0,0,53,190,1,1,0
7849,0,260,301,0,0,26,255,4,4,0
7850,0,234,6850,0,0,13,255,1,1,0
7852,0,283,14568,0,0,4,255,4,25,0
7853,0,318,2698,0,0,255,244,11,11,0
7858,0,220,866,0,0,26,255,4,5,0
7861,8,670,330,0,0,141,170,1,1,0
7862,0,236,0,0,0,6,255,3,3,0
7866,0,234,2698,0,0,255,222,2,2,0
7867,0,291,406,0,0,136,255,9,16,0
7868,0,43,130,0,0,255,251,261,260,0
7870,0,227,2173,0,0,255,255,7,7,0
7871,0,317,24716,0,0,255,255,2,3,0
7873,0,281,17449,0,0,19,255,3,3,0
7874,1213,147,105,0,0,63,2,5,1,0
7877,0,219,1109,0,0,4,255,4,4,0
7878,81,328,189,0,0,255,255,25,25,0
7880,0,43,43,0,0,255,255,189,189,0
7881,0,42,96,0,0,255,254,245,250,0
7882,0,319,4509,0,0,26,255,6,13,0
7883,0,1970,401,0,0,92,156,1,2,0
7887,0,221,1968,0,0,40,255,5,5,0
7888,0,33,0,0,0,160,21,1,1,0
7892,0,501760,0,0,0,42,98,2,2,0
7894,0,231,480,0,0,255,255,19,19,0
7895,0,325,3125,0,0,106,255,3,10,0
7896,0,225,3261,0,0,24,255,5,15,0
7897,0,312,200,0,0,63,255,17,17,0
7899,0,159,21375,0,0,2,255,2,38,0
7901,0,299,3991,0,0,255,255,19,52,0
7902,0,46,46,0,0,255,255,10,19,0
7904,1,2621,332,0,0,63,120,1,2,0
7905,0,334,743,0,0,45,255,21,21,0
7906,0,200,402,0,0,7,255,7,26,0
7907,0,2157,387,0,0,255,132,1,1,0
7909,0,194,0,0,0,20,55,2,2,0
7911,0,208,9518,0,0,66,255,1,1,0
7912,0,148,13023,0,0,181,255,2,30,0
7913,0,0,0,0,0,8,255,1,2,0
7914,18888,147,105,0,0,255,2,5,1,0
7916,13,991,330,0,0,201,149,1,1,0
7918,0,46,46,0,0,255,254,154,234,0
7919,1,709,331,0,0,84,184,1,2,0
7922,0,813,327,0,0,126,92,2,1,0
7926,0,233,540,0,0,204,255,22,22,0
7930,0,192,22691,0,0,90,255,1,1,0
7932,0,201,0,0,0,94,70,1,1,0
7934,0,216,2531,0,0,105,105,8,8,0
7935,0,226,1344,0,0,255,255,15,16,0
7939,0,202,324,0,0,154,255,11,11,0
7940,7,882,338,0,0,157,144,1,2,0
7942,0,12286,0,0,0,54,40,7,7,0
7943,0,325,673,0,0,255,255,10,10,0
7944,0,1139,0,0,0,255,59,1,1,0
7948,0,216,294,0,0,255,255,14,14,0
7951,0,196,391,0,0,1,255,1,1,0
7952,0,317,295,0,0,239,255,1,1,0
7953,0,0,0,0,0,8,247,1,1,0
7954,0,183,0,0,0,255,24,6,5,0
7960,0,10073,0,0,0,155,65,15,15,0
7961,0,331,1252,0,0,23,255,2,5,0
7963,0,289,4894,0,0,222,255,4,4,0
7964,0,175337,0,0,0,255,82,2,2,0
7967,151,310,238,0,0,90,255,1,16,0
7969,0,1879,330,0,0,255,138,1,1,0
7970,0,13239,0,0,0,206,29,1,1,0
7971,0,33,0,0,0,255,26,1,2,0
7973,0,339,993,0,0,255,255,6,6,0
7974,0,46,133,0,0,122,200,64,279,0
7975,26,341,1072,0,0,255,56,1,1,0
7976,0,301,2507,0,0,93,90,5,5,0
7978,0,45,137,0,0,246,211,281,280,0
7980,28,1061,3081,0,0,255,45,1,1,0
7982,0,155,1009,0,0,2,255,1,1,0
7983,32,42,42,0,0,255,245,2,4,0
7985,0,353,1484,0,0,255,255,8,8,0
7986,0,196,2719,0,0,146,255,24,24,0
7988,0,216,16904,0,0,72,255,6,6,0
7991,0,2766,476,0,0,255,12,1,2,0
7992,0,383,0,0,0,85,27,2,2,0
7994,0,0,0,0,0,169,118,1,1,0
7996,0,0,0,0,0,33,255,1,1,0
7999,1,35,130,0,0,47,3,1,1,0
8000,0,298,1709,0,0,24,255,6,6,0
8001,0,317,1484,0,0,96,255,1,44,0
8002,0,354,361,0,0,255,255,4,4,0
8003,7787,3862,17237,0,0,255,77,1,1,0
8004,0,0,0,0,0,12,12,1,1,0
8005,0,293,1113,0,0,192,255,24,24,0
8007,0,316,1078,0,0,77,255,4,39,0
8008,5,105,145,0,0,14,14,2,2,0
8009,0,317,634,0,0,8,255,8,8,0
8010,0,242,6757,0,0,255,255,9,9,0
8011,0,229,2239,0,0,255,241,6,13,0
8013,0,352,1315,0,0,255,255,11,11,0
8018,0,319,6489,0,0,12,255,8,8,0
8019,0,245,0,0,0,8,2,2,2,0
8021,0,355,833,0,0,22,255,22,22,0
8023,0,3051,0,0,0,54,47,1,1,0
8026,0,215,955,0,0,181,255,7,7,0
8028,0,1441,387,0,0,78,41,1,2,0
8029,0,240,493,0,0,29,255,9,22,0
8030,0,44,70,0,0,255,227,165,165,0
8035,0,353,7659,0,0,255,255,12,13,0
8038,0,234,3918,0,0,94,255,9,9,0
8039,0,335,6956,0,0,255,255,3,17,0
8042,0,209,440,0,0,49,255,12,13,0
8044,0,7940,0,0,0,84,88,10,10,0
8046,0,78,0,0,0,255,25,4,1,0
8048,0,333,1301,0,0,255,255,14,14,0
8054,0,0,0,0,0,15,117,1,1,0
8055,0,350,1378,0,0,131,255,4,4,0
8056,0,316,292,0,0,217,255,8,8,0
8058,0,45,76,0,0,255,255,140,140,0
8060,0,317,4103,0,0,14,255,11,18,0
8061,0,48,48,0,0,255,21,4,1,0
8062,28,46,46,0,0,51,49,7,11,0
8063,0,362,7962,0,0,255,255,5,5,0
8064,0,287,471,0,0,47,255,7,7,0
8065,36,1006,3081,0,0,14,1,1,1,0
8066,0,359,283,0,0,255,255,18,25,0
8067,0,286,616,0,0,12,255,12,12,0
8068,0,270,4111,0,0,255,255,3,3,0
8070,0,0,0,0,0,61,183,1,1,0
8073,0,166,1992,0,0,4,255,4,4,0
8075,0,334,1592,0,0,129,255,10,11,0
8077,0,311,16025,0,0,255,255,9,9,0
8080,0,33,95,0,0,255,238,2,10,0
8081,0,168,10388,0,0,1,255,1,15,0
8082,0,211,1417,0,0,46,255,7,7,0
8083,0,285,720,0,0,255,255,36,36,0
8084,0,4892,0,0,0,86,32,16,16,0
8086,0,313,29623,0,0,2,255,2,2,0
8089,0,286,21900,0,0,255,255,2,44,0
8090,0,185,8188,0,0,11,168,1,1,0
8093,8,58,222,0,0,128,1,1,1,0
8095,0,309,7263,0,0,133,255,11,11,0
8096,0,46,46,0,0,255,254,258,258,0
8097,0,44,129,0,0,255,255,70,150,0
8098,0,678,478,0,0,255,8,6,4,0
8099,0,308,6452,0,0,32,255,12,15,0
8100,0,211,2333,0,0,27,255,5,6,0
8101,0,284,64787,0,0,255,255,1,18,0
8106,0,33,88,0,0,95,61,1,5,0
8108,0,12,0,0,0,144,21,2,2,0
8110,0,0,0,0,0,255,255,1,1,0
8111,0,0,0,0,0,8,231,1,1,0
8112,3,1991,368,0,0,90,193,1,2,0
8113,0,288,1308,0,0,13,255,13,17,0
8114,0,654,337,0,0,42,126,1,1,0
8115,0,306,6015,0,0,10,255,1,3,0
8116,0,184,1619,0,0,255,253,2,2,0
8120,0,614,338,0,0,255,155,1,1,0
8134,0,283,29165,0,0,15,255,4,4,0
8135,0,193,7355,0,0,32,255,9,13,0
8139,0,229,1070,0,0,7,255,7,7,0
8145,0,1689,324,0,0,39,16,1,1,0
8146,0,227,2139,0,0,75,255,11,12,0
8148,0,287,261,0,0,8,255,2,8,0
8152,0,262,529,0,0,82,255,6,7,0
8154,0,254,3544,0,0,255,255,4,4,0
8155,0,338,327,0,0,123,255,3,14,0
8156,4535,145,105,0,0,255,1,1,1,0
8158,0,187,15157,0,0,4,255,3,13,0
8160,6,789,334,0,0,97,75,1,1,0
8161,0,144,9569,0,0,55,255,1,13,0
